Revenue,Childrens Services,5105635255,08.11.2013,In-house Fostering,Boarding Out Allowances,80.00,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105635255,08.11.2013,In-house Fostering,Boarding Out Allowances,20.00,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105635255,08.11.2013,In-house Fostering,Boarding Out Allowances,20.00,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105635255,08.11.2013,In-house Fostering,Boarding Out Allowances,181.79,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105636690,15.11.2013,In-house Fostering,Boarding Out Allowances,181.79,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105636690,15.11.2013,In-house Fostering,Boarding Out Allowances,80.00,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105636690,15.11.2013,In-house Fostering,Boarding Out Allowances,20.00,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105636690,15.11.2013,In-house Fostering,Boarding Out Allowances,20.00,REDACTED PERSONAL DATA
Capital,Childrens Services,5105638668,29.11.2013,In-house Fostering,Boarding Out Allowances,241.80,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105637686,22.11.2013,In-house Fostering,Boarding Out Allowances,181.79,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105637686,22.11.2013,In-house Fostering,Boarding Out Allowances,80.00,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105637686,22.11.2013,In-house Fostering,Boarding Out Allowances,20.00,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105637686,22.11.2013,In-house Fostering,Boarding Out Allowances,20.00,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105638668,29.11.2013,In-house Fostering,Boarding Out Allowances,181.79,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105638668,29.11.2013,In-house Fostering,Boarding Out Allowances,80.00,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105638668,29.11.2013,In-house Fostering,Boarding Out Allowances,20.00,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105638668,29.11.2013,In-house Fostering,Boarding Out Allowances,20.00,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105635360,08.11.2013,Special Guardianship Order Costs,Support Children,116.80,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105638771,29.11.2013,Special Guardianship Order Costs,Support Children,116.80,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105637791,22.11.2013,Special Guardianship Order Costs,Support Children,116.80,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105636795,15.11.2013,Special Guardianship Order Costs,Support Children,116.80,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105637700,22.11.2013,Adoption Costs,Support Children,119.48,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105638682,29.11.2013,Adoption Costs,Support Children,119.48,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105636704,15.11.2013,Adoption Costs,Support Children,119.48,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105636800,15.11.2013,Special Guardianship Order Costs,Support Children,109.90,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105635365,08.11.2013,Special Guardianship Order Costs,Support Children,109.90,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105638776,29.11.2013,Special Guardianship Order Costs,Support Children,109.90,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105637796,22.11.2013,Special Guardianship Order Costs,Support Children,109.90,REDACTED PERSONAL DATA
Revenue,Economy & Environment,5105636245,13.11.2013,Medina Theatre,Payment to Private Contractors,72.00,M.A.X EVENTS
Revenue,Economy & Environment,5105638979,29.11.2013,Medina Theatre,Payment to Private Contractors,95.00,M.A.X EVENTS
Revenue,Community Wellbeing & Social Care,5105634303,06.11.2013,REDACTED PERSONAL DATA,Order Settlement,"1,998.08",MAGNOLIA HOUSE
Revenue,Community Wellbeing & Social Care,5105634303,06.11.2013,Elderly Mentally Ill Residential Care,Charges from Independent Providers,"1,699.88",MAGNOLIA HOUSE
Revenue,Community Wellbeing & Social Care,5105634303,06.11.2013,Elderly Mentally Ill Residential Care,Charges from Independent Providers,"1,699.88",MAGNOLIA HOUSE
Revenue,Community Wellbeing & Social Care,5105634303,06.11.2013,Elderly Mentally Ill Residential Care,Charges from Independent Providers,"1,998.08",MAGNOLIA HOUSE
Revenue,Community Wellbeing & Social Care,5105634303,06.11.2013,Elderly Mentally Ill Residential Care,Charges from Independent Providers,"1,699.88",MAGNOLIA HOUSE
Revenue,Community Wellbeing & Social Care,5105637003,20.11.2013,Elderly Mentally Ill Residential Care,Charges from Independent Providers,"2,640.32",MAGNOLIA HOUSE
Revenue,Community Wellbeing & Social Care,5105634303,06.11.2013,Elderly Mentally Ill Residential Care,Charges from Independent Providers,"1,699.88",MAGNOLIA HOUSE
Revenue,Community Wellbeing & Social Care,5105634303,06.11.2013,Elderly Mentally Ill Residential Care,Charges from Independent Providers,"1,699.88",MAGNOLIA HOUSE
Revenue,Community Wellbeing & Social Care,5105634303,06.11.2013,Elderly Mentally Ill Residential Care,Charges from Independent Providers,"1,699.88",MAGNOLIA HOUSE
Revenue,Community Wellbeing & Social Care,5105634303,06.11.2013,Elderly Mentally Ill Residential Care,Charges from Independent Providers,"1,699.88",MAGNOLIA HOUSE
Revenue,Community Wellbeing & Social Care,5105634303,06.11.2013,Elderly Frail Residential Care,Charges from Independent Providers,"1,622.60",MAGNOLIA HOUSE
Revenue,Community Wellbeing & Social Care,5105634303,06.11.2013,Elderly Frail Residential Care,Charges from Independent Providers,"1,622.60",MAGNOLIA HOUSE
Revenue,Community Wellbeing & Social Care,5105634303,06.11.2013,Elderly Frail Residential Care,Charges from Independent Providers,"1,622.60",MAGNOLIA HOUSE
Revenue,Community Wellbeing & Social Care,5105634303,06.11.2013,Elderly Frail Residential Care,Charges from Independent Providers,"1,622.60",MAGNOLIA HOUSE
Revenue,Community Wellbeing & Social Care,5105634303,06.11.2013,Elderly Frail Residential Care,Charges from Independent Providers,"1,998.08",MAGNOLIA HOUSE
Revenue,Community Wellbeing & Social Care,5105634303,06.11.2013,Elderly Frail Residential Care,Charges from Independent Providers,"1,998.08",MAGNOLIA HOUSE
Revenue,Community Wellbeing & Social Care,5105634303,06.11.2013,Elderly Frail Residential Care,Charges from Independent Providers,"1,998.08",MAGNOLIA HOUSE
Revenue,Community Wellbeing & Social Care,5105634303,06.11.2013,Elderly Frail Residential Care,Charges from Independent Providers,"1,998.08",MAGNOLIA HOUSE
Revenue,Community Wellbeing & Social Care,5105634303,06.11.2013,Elderly Frail Residential Care,Charges from Independent Providers,"1,622.60",MAGNOLIA HOUSE
Revenue,Community Wellbeing & Social Care,5105634303,06.11.2013,Elderly Frail Residential Care,Charges from Independent Providers,"1,622.60",MAGNOLIA HOUSE
Revenue,Community Wellbeing & Social Care,5105634303,06.11.2013,Elderly Frail Residential Care,Charges from Independent Providers,"1,699.88",MAGNOLIA HOUSE
Revenue,Community Wellbeing & Social Care,5105634303,06.11.2013,Elderly Frail Residential Care,Charges from Independent Providers,"1,622.60",MAGNOLIA HOUSE
Revenue,Community Wellbeing & Social Care,5105634246,06.11.2013,Learning Disability Residential Care,Charges from Independent Providers,"9,996.28",MAISON CARE LIMITED
Revenue,Childrens Services,5105637375,20.11.2013,Adult Social Care - Workforce Development,Training,765.00,MAKING CONNECTIONS (IW) LTD
Revenue,Childrens Services,5105637942,22.11.2013,Adult Social Care - Workforce Development,Training,765.00,MAKING CONNECTIONS (IW) LTD
Revenue,Childrens Services,5105639138,29.11.2013,Adult Social Care - Workforce Development,Training,382.50,MAKING CONNECTIONS (IW) LTD
Revenue,Childrens Services,5105636921,15.11.2013,Adult Social Care - Workforce Development,Training,"1,530.00",MAKING CONNECTIONS (IW) LTD
Revenue,Childrens Services,5105637470,20.11.2013,All Saints Primary School Property Maintenance Suspense,Order Settlement,187.20,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Economy & Environment,5105639084,29.11.2013,Public Conveniences - General,Property Services - Day to day maintenance,128.04,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Economy & Environment,5105639077,29.11.2013,Public Conveniences - General,Property Services - Day to day maintenance,90.64,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Economy & Environment,5105637274,20.11.2013,Deputy Chief Fire Office,Property Services - Day to day maintenance,495.60,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Economy & Environment,5105635158,06.11.2013,Deputy Chief Fire Office,Property Services - Day to day maintenance,"4,047.00",MANSELL CONSTRUCTION SERVICES LTD
Revenue,Economy & Environment,5105637471,20.11.2013,Public Conveniences - General,Property Services - Day to day maintenance,87.72,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Economy & Environment,5105637892,22.11.2013,Public Conveniences - General,Property Services - Day to day maintenance,193.47,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Economy & Environment,5105637895,22.11.2013,Public Conveniences - General,Property Services - Day to day maintenance,93.89,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Community Wellbeing & Social Care,5105638555,27.11.2013,Cowes Library,Property Services - Day to day maintenance,239.43,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Childrens Services,5105637472,20.11.2013,Beaulieu House,Minor Works,945.72,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Resources,5105635157,06.11.2013,Management of Asbestos,Capital Contractor Payments,"13,209.00",MANSELL CONSTRUCTION SERVICES LTD
Revenue,Resources,5105637896,22.11.2013,Administrative Buildings,Property Services - Day to day maintenance,195.30,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Childrens Services,5105639124,29.11.2013,Non-Delegated Building Maintenance,Property Services - Planned Maintenance,741.27,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Childrens Services,5105639123,29.11.2013,Non-Delegated Building Maintenance,Property Services - Day to day maintenance,953.05,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Resources,5105637897,22.11.2013,Administrative Buildings,Property Services - Day to day maintenance,98.83,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Community Wellbeing & Social Care,5105634228,06.11.2013,Mental Health Day Services,Property Services - Day to day maintenance,619.51,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Economy & Environment,5105639092,29.11.2013,Deputy Chief Fire Office,Property Services - Day to day maintenance,289.00,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Economy & Environment,5105639215,29.11.2013,Deputy Chief Fire Office,Property Services - Day to day maintenance,197.44,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Economy & Environment,5105639154,29.11.2013,Deputy Chief Fire Office,Property Services - Day to day maintenance,62.65,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Economy & Environment,5105638652,29.11.2013,Public Conveniences - General,Property Services - Day to day maintenance,307.93,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Economy & Environment,5105639177,29.11.2013,Public Conveniences - General,Property Services - Day to day maintenance,105.00,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Economy & Environment,5105639133,29.11.2013,Public Conveniences - General,Property Services - Day to day maintenance,79.43,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Economy & Environment,5105639218,29.11.2013,Public Conveniences - General,Property Services - Day to day maintenance,199.52,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Economy & Environment,5105639197,29.11.2013,Public Conveniences - General,Property Services - Day to day maintenance,82.79,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Economy & Environment,5105639227,29.11.2013,Public Conveniences - General,Property Services - Day to day maintenance,57.57,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Economy & Environment,5105639173,29.11.2013,Public Conveniences - General,Property Services - Day to day maintenance,99.72,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Economy & Environment,5105639172,29.11.2013,Public Conveniences - General,Property Services - Day to day maintenance,69.61,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Economy & Environment,5105639170,29.11.2013,Public Conveniences - General,Property Services - Day to day maintenance,132.65,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Economy & Environment,5105639139,29.11.2013,Public Conveniences - General,Property Services - Day to day maintenance,82.59,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Economy & Environment,5105639167,29.11.2013,Public Conveniences - General,Property Services - Day to day maintenance,164.74,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Economy & Environment,5105639225,29.11.2013,Public Conveniences - General,Property Services - Day to day maintenance,148.49,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Economy & Environment,5105639223,29.11.2013,Public Conveniences - General,Property Services - Day to day maintenance,117.39,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Economy & Environment,5105638618,27.11.2013,Public Conveniences - General,Property Services - Day to day maintenance,580.23,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Economy & Environment,5105639136,29.11.2013,Public Conveniences - General,Property Services - Day to day maintenance,107.00,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Economy & Environment,5105639024,29.11.2013,Public Conveniences - General,Property Services - Day to day maintenance,279.29,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Economy & Environment,5105639220,29.11.2013,Public Conveniences - General,Property Services - Day to day maintenance,66.73,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Economy & Environment,5105639195,29.11.2013,Public Conveniences - General,Property Services - Day to day maintenance,65.03,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Economy & Environment,5105639174,29.11.2013,Public Conveniences - General,Property Services - Day to day maintenance,119.36,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Economy & Environment,5105638560,27.11.2013,Public Conveniences - General,Property Services - Day to day maintenance,230.81,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Economy & Environment,5105638998,29.11.2013,Medina Leisure Centre,Property Services - Day to day maintenance,"2,903.60",MANSELL CONSTRUCTION SERVICES LTD
Revenue,Community Wellbeing & Social Care,5105639183,29.11.2013,Archives,Property Services - Day to day maintenance,69.45,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Community Wellbeing & Social Care,5105627504,01.11.2013,Ryde Library,Property Services - Day to day maintenance,326.13,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Community Wellbeing & Social Care,5105639171,29.11.2013,Westminster House,Maintenance of Operational Equipment,83.05,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Resources,5105638648,29.11.2013,Non-operational buildings,Property Services - Day to day maintenance,378.71,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Resources,5105638657,29.11.2013,Strategic Projects,ICT Hardware & Software - Capital,372.00,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Community Wellbeing & Social Care,5105639178,29.11.2013,Saxonbury,Minor Works,75.37,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Community Wellbeing & Social Care,5105638626,27.11.2013,Saxonbury,Minor Works,241.92,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Economy & Environment,5105639159,29.11.2013,Fire Technical Support,Maintenance of Operational Equipment,"1,523.28",MANSELL CONSTRUCTION SERVICES LTD
Capital,Childrens Services,5105639182,29.11.2013,Beaulieu House,Minor Works,136.65,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Resources,5105638650,29.11.2013,Management of Asbestos,Capital Contractor Payments,441.42,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Resources,5105637889,22.11.2013,Administrative Buildings,Property Services - Day to day maintenance,38.85,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Resources,5105627506,01.11.2013,Administrative Buildings,Property Services - Day to day maintenance,683.51,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Resources,5105639181,29.11.2013,60 Dodnor Lane rechargeable,Property Services - Day to day maintenance,61.22,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Community Wellbeing & Social Care,5105639081,29.11.2013,Schools Reorganisation,Capital Contractor Payments,"132,461.18",MANSELL CONSTRUCTION SERVICES LTD
Revenue,Childrens Services,5105638615,27.11.2013,Youth- Sandown/Lake,Property Services - Day to day maintenance,259.94,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Childrens Services,5105638631,27.11.2013,Youth- Ventnor,Property Services - Planned Maintenance,319.77,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Childrens Services,5105639043,29.11.2013,Thompson House Tuition Centre (PRU),Minor Works,107.02,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Resources,5105639175,29.11.2013,Administrative Buildings,Property Services - Day to day maintenance,60.95,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Resources,5105638586,27.11.2013,Administrative Buildings,Property Services - Day to day maintenance,387.51,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Resources,5105639217,29.11.2013,Administrative Buildings,Property Services - Day to day maintenance,170.54,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Resources,5105639131,29.11.2013,Administrative Buildings,Property Services - Day to day maintenance,128.56,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Childrens Services,5105638980,29.11.2013,Newport Primary School Property Maintenance Suspense,Order Settlement,396.33,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Economy & Environment,5105637891,22.11.2013,Crematorium,Property Services - Day to day maintenance,87.09,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Childrens Services,5105637890,22.11.2013,Childrens Centres Maintenance,Minor Works,125.05,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Childrens Services,5105639134,29.11.2013,Carisbrooke Contact Centre,Minor Works,168.44,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Childrens Services,5105639176,29.11.2013,Youth Offending Team,Property Services - Day to day maintenance,128.75,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Community Wellbeing & Social Care,5105639007,29.11.2013,Downside Community & Learning Centre,Minor Works,323.56,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Resources,5105639069,29.11.2013,Administrative Buildings,Property Services - Day to day maintenance,228.27,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Resources,5105637888,22.11.2013,Administrative Buildings,Property Services - Day to day maintenance,154.21,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Resources,5105639229,29.11.2013,Administrative Buildings,Property Services - Day to day maintenance,77.95,MANSELL CONSTRUCTION SERVICES LTD
Revenue,Childrens Services,5105637818,22.11.2013,Special Guardianship Order Costs,Support Children,190.90,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105635388,08.11.2013,Special Guardianship Order Costs,Support Children,190.90,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105638798,29.11.2013,Special Guardianship Order Costs,Support Children,190.90,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105636823,15.11.2013,Special Guardianship Order Costs,Support Children,190.90,REDACTED PERSONAL DATA
Revenue,Economy & Environment,5105634094,01.11.2013,LSTF Grant,Consultants Fees,"4,500.00",MAYER BROWN LTD
Revenue,Community Wellbeing & Social Care,5105634301,06.11.2013,Elderly Mentally Ill Residential Care,Charges from Independent Providers,"1,699.88",MCCOURT CARE LTD
Revenue,Community Wellbeing & Social Care,5105634301,06.11.2013,Elderly Mentally Ill Residential Care,Charges from Independent Providers,"1,699.88",MCCOURT CARE LTD
Revenue,Community Wellbeing & Social Care,5105634301,06.11.2013,Elderly Mentally Ill Residential Care,Charges from Independent Providers,"1,699.88",MCCOURT CARE LTD
Revenue,Community Wellbeing & Social Care,5105634301,06.11.2013,Elderly Mentally Ill Residential Care,Charges from Independent Providers,"1,699.88",MCCOURT CARE LTD
Revenue,Community Wellbeing & Social Care,5105634301,06.11.2013,Elderly Mentally Ill Residential Care,Charges from Independent Providers,"1,699.88",MCCOURT CARE LTD
Revenue,Community Wellbeing & Social Care,5105634301,06.11.2013,Elderly Mentally Ill Residential Care,Charges from Independent Providers,"1,699.88",MCCOURT CARE LTD
Revenue,Community Wellbeing & Social Care,5105634301,06.11.2013,Elderly Mentally Ill Residential Care,Charges from Independent Providers,"1,699.88",MCCOURT CARE LTD
Revenue,Community Wellbeing & Social Care,5105634301,06.11.2013,Elderly Frail Residential Care,Charges from Independent Providers,"1,622.60",MCCOURT CARE LTD
Revenue,Community Wellbeing & Social Care,5105634301,06.11.2013,Elderly Frail Residential Care,Charges from Independent Providers,"1,622.60",MCCOURT CARE LTD
Revenue,Community Wellbeing & Social Care,5105634301,06.11.2013,Elderly Frail Residential Care,Charges from Independent Providers,"1,622.60",MCCOURT CARE LTD
Revenue,Community Wellbeing & Social Care,5105634301,06.11.2013,Elderly Frail Residential Care,Charges from Independent Providers,"1,622.60",MCCOURT CARE LTD
Revenue,Community Wellbeing & Social Care,5105634301,06.11.2013,Elderly Frail Residential Care,Charges from Independent Providers,"1,998.08",MCCOURT CARE LTD
Revenue,Community Wellbeing & Social Care,5105636675,15.11.2013,Administration and Inspection Schemes,Capital Contractor Payments,"18,000.00",MCM CONSTRUCTION LTD
Revenue,Resources,5105636618,13.11.2013,Management of Asbestos,Capital Contractor Payments,"19,058.82",MCM CONSTRUCTION LTD
Revenue,Childrens Services,5105638971,29.11.2013,Leisure Facility Improvement,Capital Contractor Payments,"7,905.52",MCM CONSTRUCTION LTD
Revenue,Community Wellbeing & Social Care,5105635035,04.11.2013,Museums & Collections Management,Stationery,133.00,MEACO
Revenue,Economy & Environment,5105636324,13.11.2013,Medina Leisure Centre,Catering Purchases,42.75,MEDINA FOODSERVICE
Revenue,Economy & Environment,5105637246,20.11.2013,Medina Leisure Centre,Catering Purchases,90.92,MEDINA FOODSERVICE
Revenue,Community Wellbeing & Social Care,5105638483,27.11.2013,Gouldings Resource Centre,Catering Purchases,127.51,MEDINA FOODSERVICE
Revenue,Community Wellbeing & Social Care,5105638240,27.11.2013,Westminster House,Catering Purchases,82.65,MEDINA FOODSERVICE
Revenue,Community Wellbeing & Social Care,5105636671,15.11.2013,Westminster House,Catering Purchases,118.40,MEDINA FOODSERVICE
Revenue,Community Wellbeing & Social Care,5105635714,08.11.2013,Westminster House,Catering Purchases,67.20,MEDINA FOODSERVICE
Revenue,Community Wellbeing & Social Care,5105635715,08.11.2013,Westminster House,Catering Purchases,7.94,MEDINA FOODSERVICE
Revenue,Community Wellbeing & Social Care,5105638302,27.11.2013,Saxonbury,Professional Services,46.08,MEDINA FOODSERVICE
Revenue,Community Wellbeing & Social Care,5105634166,06.11.2013,Gouldings Resource Centre,Catering Purchases,24.90,MEDINA FOODSERVICE
Revenue,Community Wellbeing & Social Care,5105634166,06.11.2013,Gouldings Resource Centre,Catering Purchases,32.33,MEDINA FOODSERVICE
Revenue,Community Wellbeing & Social Care,5105635169,06.11.2013,Gouldings Resource Centre,Catering Purchases,102.22,MEDINA FOODSERVICE
Revenue,Community Wellbeing & Social Care,5105635170,06.11.2013,Gouldings Resource Centre,Catering Purchases,125.72,MEDINA FOODSERVICE
Revenue,Community Wellbeing & Social Care,5105635170,06.11.2013,Gouldings Resource Centre,Catering Purchases,24.20,MEDINA FOODSERVICE
Revenue,Community Wellbeing & Social Care,5105636971,15.11.2013,Gouldings Resource Centre,Catering Purchases,504.68,MEDINA FOODSERVICE
Revenue,Community Wellbeing & Social Care,5105636971,15.11.2013,Gouldings Resource Centre,Catering Purchases,19.92,MEDINA FOODSERVICE
Revenue,Community Wellbeing & Social Care,5105636970,15.11.2013,Gouldings Resource Centre,Catering Purchases,228.49,MEDINA FOODSERVICE
Revenue,Community Wellbeing & Social Care,5105636970,15.11.2013,Gouldings Resource Centre,Catering Purchases,19.92,MEDINA FOODSERVICE
Revenue,Community Wellbeing & Social Care,5105638302,27.11.2013,Saxonbury,Catering Purchases,240.60,MEDINA FOODSERVICE
Revenue,Community Wellbeing & Social Care,5105636106,13.11.2013,Plean Dene,Catering Purchases,95.99,MEDINA FOODSERVICE
Revenue,Economy & Environment,5105638250,27.11.2013,Heights Cafe Stock,Order Settlement,-7.67,MEDINA FOODSERVICE
Revenue,Economy & Environment,5105638303,27.11.2013,Heights Cafe Stock,Order Settlement,32.87,MEDINA FOODSERVICE
Revenue,Economy & Environment,5105638303,27.11.2013,Heights Cafe Stock,Order Settlement,20.72,MEDINA FOODSERVICE
Revenue,Economy & Environment,5105636248,13.11.2013,Heights Cafe Stock,Order Settlement,58.49,MEDINA FOODSERVICE
Revenue,Economy & Environment,5105636248,13.11.2013,Heights Cafe Stock,Order Settlement,10.36,MEDINA FOODSERVICE
Revenue,Economy & Environment,5105635217,06.11.2013,Heights Cafe Stock,Order Settlement,63.72,MEDINA FOODSERVICE
Revenue,Economy & Environment,5105635217,06.11.2013,Heights Cafe Stock,Order Settlement,10.36,MEDINA FOODSERVICE
Revenue,Economy & Environment,5105634175,06.11.2013,Heights Cafe Stock,Order Settlement,2.86,MEDINA FOODSERVICE
Revenue,Economy & Environment,5105634174,06.11.2013,Heights Cafe Stock,Order Settlement,65.48,MEDINA FOODSERVICE
Revenue,Economy & Environment,5105634174,06.11.2013,Heights Cafe Stock,Order Settlement,20.72,MEDINA FOODSERVICE
Revenue,Economy & Environment,5105638291,27.11.2013,Fire Technical Support,Stock Purchases,0.70,MEDINA FOODSERVICE
Revenue,Economy & Environment,5105638476,27.11.2013,Fire Technical Support,Stock Purchases,37.50,MEDINA FOODSERVICE
Revenue,Childrens Services,5105635110,22.11.2013,Beaulieu House,Catering Purchases,53.87,MEDINA FOODSERVICE
Revenue,Childrens Services,5105635110,22.11.2013,Beaulieu House,Catering Purchases,3.57,MEDINA FOODSERVICE
Capital,Childrens Services,5105635109,22.11.2013,Beaulieu House,Catering Purchases,52.83,MEDINA FOODSERVICE
Revenue,Childrens Services,5105635100,22.11.2013,Beaulieu House,Catering Purchases,53.24,MEDINA FOODSERVICE
Revenue,Childrens Services,5105635097,22.11.2013,Beaulieu House,Catering Purchases,31.61,MEDINA FOODSERVICE
Revenue,Childrens Services,5105635098,22.11.2013,Beaulieu House,Catering Purchases,68.78,MEDINA FOODSERVICE
Revenue,Childrens Services,5105635099,22.11.2013,Beaulieu House,Catering Purchases,1.82,MEDINA FOODSERVICE
Revenue,Childrens Services,5105635094,22.11.2013,Beaulieu House,Catering Purchases,45.59,MEDINA FOODSERVICE
Revenue,Childrens Services,5105635095,22.11.2013,Beaulieu House,Catering Purchases,69.88,MEDINA FOODSERVICE
Revenue,Childrens Services,5105634159,06.11.2013,Beaulieu House,Catering Purchases,30.69,MEDINA FOODSERVICE
Revenue,Childrens Services,5105635216,06.11.2013,Beaulieu House,Catering Purchases,50.09,MEDINA FOODSERVICE
Revenue,Childrens Services,5105635058,04.11.2013,Beaulieu House,Catering Purchases,30.04,MEDINA FOODSERVICE
Revenue,Childrens Services,5105635060,04.11.2013,Beaulieu House,Catering Purchases,41.07,MEDINA FOODSERVICE
Capital,Childrens Services,5105635059,04.11.2013,Beaulieu House,Catering Purchases,29.81,MEDINA FOODSERVICE
Capital,Childrens Services,5105635013,06.11.2013,Beaulieu House,Catering Purchases,52.47,MEDINA FOODSERVICE
Capital,Childrens Services,5105635005,06.11.2013,Beaulieu House,Catering Purchases,-1.92,MEDINA FOODSERVICE
Capital,Childrens Services,5105635101,22.11.2013,Beaulieu House,Catering Purchases,56.38,MEDINA FOODSERVICE
Revenue,Childrens Services,5105635102,22.11.2013,Beaulieu House,Catering Purchases,37.33,MEDINA FOODSERVICE
Revenue,Childrens Services,5105635103,22.11.2013,Beaulieu House,Catering Purchases,60.44,MEDINA FOODSERVICE
Capital,Childrens Services,5105635104,22.11.2013,Beaulieu House,Catering Purchases,56.43,MEDINA FOODSERVICE
Capital,Childrens Services,5105635171,06.11.2013,Beaulieu House,Catering Purchases,48.99,MEDINA FOODSERVICE
Capital,Childrens Services,5105635107,22.11.2013,Beaulieu House,Catering Purchases,31.13,MEDINA FOODSERVICE
Revenue,Childrens Services,5105635107,22.11.2013,Beaulieu House,Catering Purchases,9.15,MEDINA FOODSERVICE
Revenue,Childrens Services,5105635105,22.11.2013,Beaulieu House,Catering Purchases,61.49,MEDINA FOODSERVICE
